Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,riders_to_drivers_ratio,duration_per_rider,log_historical_cost,rating_ride_interaction,booking_category,location_code,loyalty_code,vehicle_code,Loyalty_Discount_Applied,Cumulative_Past_Rides_Discount,Traffic_Condition_Adjusted_Fare,Peak_Hours_Adjusted_Fare,demand_surge_multiplier,distance_adjustment,elasticity_fare_adjustment,Loyalty_Discount_Applied,True Value,Predicted Value,Absolute_Error,Percentage_Error
70,43,Suburban,Gold,47,4.31,Morning,Economy,57,243.4933853851045,1.5909090909090908,0.8142857142857143,5.499188254909316,245.67,2,1,0,0,0.1,0.0,1,1,1.5,0.9400000000000001,1.05,0.1,267.842723923615,264.70178,3.140941697052483,1.1726813598073458
61,15,Urban,Gold,29,4.49,Afternoon,Economy,32,135.005874109167,3.8125,0.5245901639344263,4.912698076782474,143.68,0,2,0,0,0.1,0.0,1,1,1.5,0.44,1.05,0.1,148.50646152008372,144.37079,4.135672945864968,2.7848437728116413
71,36,Suburban,Silver,69,4.37,Morning,Economy,110,392.9639432866157,1.9189189189189189,1.5492957746478873,5.976259390609251,480.7,2,1,2,0,0.05,0.01,1,1,1.5,2.0,1.05,0.05,432.2603376152773,434.59753,2.337196564410192,0.5406918842714541
81,33,Suburban,Regular,41,4.93,Afternoon,Premium,162,617.2885000560723,2.3823529411764706,2.0,6.42695517709683,798.66,0,1,1,1,0.0,0.0,1,1,1.5,3.04,1.05,0.0,679.0173500616795,678.61444,0.40290914371075814,0.059337091117651015
87,64,Rural,Silver,69,4.55,Evening,Premium,65,310.7883994951958,1.3384615384615384,0.7471264367816092,5.742324750977083,295.75,1,0,2,1,0.05,0.01,1,1,1.5,1.1,1.05,0.05,341.8672394447154,341.21533,0.6519074134653806,0.19069022656989718
85,65,Suburban,Regular,73,4.65,Afternoon,Premium,165,770.0708908209459,1.2878787878787878,1.9411764705882353,6.647780315926574,767.2500000000001,0,1,1,1,0.0,0.01,1,1,1.5,3.1,1.05,0.0,847.0779799030406,845.92096,1.1570204303843639,0.1365896007020275
91,65,Urban,Regular,40,3.58,Evening,Economy,141,373.50470759834695,1.378787878787879,1.5494505494505495,5.925604373234335,504.78000000000003,1,2,1,0,0.0,0.0,1,1,1.5,2.62,1.05,0.0,410.85517835818166,415.243,4.387833116427714,1.0679756146586574
83,57,Rural,Silver,80,4.6,Night,Premium,172,814.4195559447121,1.4310344827586208,2.072289156626506,6.703702773350824,791.1999999999999,3,0,2,1,0.05,0.01,1,1,1.5,3.24,1.05,0.05,895.8615115391834,884.048,11.813537906370925,1.3186790317706623
64,10,Suburban,Gold,75,3.61,Morning,Premium,155,473.34669329802574,5.818181818181818,2.421875,6.161938474797461,559.55,2,1,0,1,0.1,0.01,1,1,1.5,2.9,1.05,0.1,520.6813626278283,520.9569,0.2755465518591791,0.05292037926391726
69,22,Rural,Silver,25,4.41,Night,Premium,74,266.76777889406367,3.0,1.0724637681159421,5.590120108221679,326.34000000000003,3,0,2,1,0.05,0.0,1,1,1.5,1.28,1.05,0.05,293.44455678347003,290.91983,2.524726461204409,0.8603759731918901
37,12,Rural,Silver,15,3.73,Evening,Economy,142,369.36165888010754,2.8461538461538463,3.8378378378378377,5.91447998467152,529.66,1,0,2,0,0.05,0.0,1,1,1.5,2.64,1.05,0.05,406.29782476811835,414.91107,8.613247009225404,2.119934315213512
93,28,Urban,Silver,63,3.9,Evening,Economy,38,111.72394123957052,3.206896551724138,0.40860215053763443,4.724941831844059,148.2,1,2,2,0,0.05,0.01,1,1,1.5,0.56,1.05,0.05,122.89633536352758,125.24244,2.3461039064919476,1.9090104676857678
66,49,Rural,Gold,42,4.56,Afternoon,Economy,124,429.94835612457183,1.32,1.878787878787879,6.06598825954749,565.4399999999999,0,0,0,0,0.1,0.0,1,1,1.5,2.2800000000000002,1.05,0.1,472.94319173702905,469.07516,3.8680269421071785,0.8178629082069375
47,36,Rural,Silver,100,4.2,Morning,Economy,103,414.77830030238334,1.2702702702702702,2.1914893617021276,6.030152186237125,432.6,2,0,2,0,0.05,0.02,1,1,1.5,1.86,1.05,0.05,456.2561303326217,454.20322,2.0529137798873194,0.44994765952858445
71,30,Rural,Regular,45,4.16,Evening,Premium,53,227.1825700126456,2.2903225806451615,0.7464788732394366,5.430146054198167,220.48000000000002,1,0,1,1,0.0,0.0,1,1,1.5,0.86,1.05,0.0,249.9008270139102,242.83049,7.070336901605515,2.829257104143941
58,19,Urban,Silver,47,3.97,Evening,Economy,77,247.4420018201041,2.9,1.3275862068965518,5.515209425218228,305.69,1,2,2,0,0.05,0.0,1,1,1.5,1.34,1.05,0.05,272.18620200211456,270.06573,2.1204671388333054,0.7790501955043379
100,18,Suburban,Silver,50,4.89,Morning,Premium,51,213.8232968736634,5.2631578947368425,0.51,5.369815815197016,249.39,2,1,2,1,0.05,0.01,1,1,1.5,0.8200000000000001,1.05,0.05,235.20562656102976,235.50948,0.30384914697805243,0.12918447208116063
94,28,Urban,Regular,59,4.45,Night,Economy,173,652.5878909594384,3.2413793103448274,1.8404255319148937,6.482477016690326,769.85,3,2,1,0,0.0,0.01,1,1,1.5,3.2600000000000002,1.05,0.0,717.8466800553823,718.17755,0.33087121414894227,0.046092184214519924
49,6,Rural,Silver,23,4.65,Night,Premium,69,289.6463054085282,7.0,1.4081632653061225,5.672107082587222,320.85,3,0,2,1,0.05,0.0,1,1,1.5,1.18,1.05,0.05,318.61093594938103,312.98492,5.62601163297478,1.7657936367471725
42,7,Rural,Gold,90,3.67,Evening,Economy,32,123.762469326047,5.25,0.7619047619047619,4.826411684153919,117.44,1,0,0,0,0.1,0.01,1,1,1.5,0.44,1.05,0.1,136.1387162586517,136.1547,0.0159773448639271,0.011736077218159996
79,63,Urban,Gold,56,4.66,Evening,Premium,70,292.5906288976858,1.234375,0.8860759493670886,5.682186378307559,326.2,1,2,0,1,0.1,0.01,1,1,1.5,1.2,1.05,0.1,321.8496917874544,320.4646,1.3850921780793897,0.4303537376055925
59,5,Rural,Gold,17,4.97,Evening,Premium,143,440.93951077757487,9.833333333333334,2.4237288135593222,6.091173019268011,710.7099999999999,1,0,0,1,0.1,0.0,1,1,1.5,2.66,1.05,0.1,485.0334618553324,483.97766,1.0558007225199049,0.2176758524002229
54,7,Urban,Regular,91,3.75,Night,Economy,97,298.3226183929867,6.75,1.7962962962962963,5.701521982978877,363.75,3,2,1,0,0.0,0.01,1,1,1.5,1.74,1.05,0.0,328.15488023228545,328.25537,0.10049086146455011,0.030622997711756517
60,6,Rural,Silver,65,4.76,Morning,Economy,168,629.2044295696749,8.571428571428571,2.8,6.4460442581300725,799.68,2,0,2,0,0.05,0.01,1,1,1.5,3.16,1.05,0.05,692.1248725266424,682.2302,9.894647917267434,1.4296044413411184
26,13,Suburban,Silver,4,3.63,Night,Premium,123,441.99619244539696,1.8571428571428572,4.730769230769231,6.0935611750768155,446.49,3,1,2,1,0.05,0.0,1,1,1.5,2.2600000000000002,1.05,0.05,486.1958116899367,485.1943,1.0015062700148292,0.2059882553355937
90,10,Rural,Silver,59,4.44,Morning,Premium,147,691.5012905566776,8.181818181818182,1.6333333333333333,6.540310101679508,652.6800000000001,2,0,2,1,0.05,0.01,1,1,1.5,2.74,1.05,0.05,760.6514196123454,758.5101,2.1413488115641712,0.2815151272123409
34,12,Suburban,Silver,38,4.18,Afternoon,Economy,24,106.94859059241988,2.6153846153846154,0.7058823529411765,4.681655100760901,100.32,0,1,2,0,0.05,0.0,1,1,1.5,0.28,1.0,0.05,117.64344965166187,111.9811,5.662347661915774,4.81314317004626
80,34,Suburban,Silver,84,3.8,Night,Economy,174,561.4385219871201,2.2857142857142856,2.175,6.332281833860404,661.1999999999999,3,1,2,0,0.05,0.01,1,1,1.5,3.2800000000000002,1.05,0.05,617.5823741858321,624.30194,6.719566732136627,1.0880437999862171
21,7,Rural,Regular,58,4.31,Morning,Premium,75,328.45835687553256,2.625,3.5714285714285716,5.797449963180267,323.24999999999994,2,0,1,1,0.0,0.01,1,1,1.5,1.3,1.05,0.0,361.30419256308585,358.65274,2.6514520845702236,0.7338558862992614
97,71,Suburban,Silver,52,4.32,Evening,Economy,36,133.38738314122594,1.3472222222222223,0.3711340206185567,4.900726548245167,155.52,1,1,2,0,0.05,0.01,1,1,1.5,0.52,1.05,0.05,146.72612145534853,145.7371,0.9890151321063456,0.6740552549856103
64,7,Suburban,Regular,92,4.58,Evening,Premium,16,114.6992021313152,8.0,0.25,4.75099373816302,73.28,1,1,1,1,0.0,0.01,1,1,1.5,0.12,1.0,0.0,126.16912234444673,122.72653,3.442590362024859,2.728552198870378
47,34,Rural,Gold,16,4.38,Evening,Premium,46,237.14338896943255,1.3428571428571427,0.9787234042553191,5.472872966917959,201.48,1,0,0,1,0.1,0.0,1,1,1.5,0.72,1.05,0.1,260.85772786637585,259.23984,1.6178902198914784,0.6202193943513306
44,28,Rural,Gold,30,3.93,Evening,Premium,42,157.10657171647188,1.5172413793103448,0.9545454545454546,5.063269310185654,165.06,1,0,0,1,0.1,0.0,1,1,1.5,0.64,1.05,0.1,172.81722888811908,176.26949,3.4522565855137373,1.9976344995953552
21,9,Suburban,Gold,13,4.01,Evening,Economy,127,431.251597706785,2.1,6.0476190476190474,6.0690078208128675,509.27,1,1,0,0,0.1,0.0,1,1,1.5,2.34,1.05,0.1,474.3767574774635,478.35345,3.9766971123802364,0.8382993158279176
57,37,Urban,Gold,59,3.92,Evening,Economy,159,585.8075881778408,1.5,2.789473684210526,6.374696977640296,623.28,1,2,0,0,0.1,0.01,1,1,1.5,2.98,1.05,0.1,644.3883469956249,639.455,4.933329905781193,0.7655833518377836
62,5,Rural,Silver,51,4.4,Afternoon,Economy,160,647.204374917644,10.333333333333334,2.5806451612903225,6.47420604001766,704.0,0,0,2,0,0.05,0.01,1,1,1.5,3.0,1.05,0.05,711.9248124094084,710.4821,1.442695710189696,0.20264720164859784
25,6,Urban,Gold,60,3.91,Evening,Premium,145,559.578839787104,3.5714285714285716,5.8,6.328969892365617,566.95,1,2,0,1,0.1,0.01,1,1,1.5,2.7,1.05,0.1,615.5367237658145,617.292,1.7552684216855141,0.2851606336250571
92,33,Suburban,Silver,70,3.69,Evening,Premium,46,173.1505322724627,2.7058823529411766,0.5,5.159920053209651,169.74,1,1,2,1,0.05,0.01,1,1,1.5,0.72,1.05,0.05,190.465585499709,193.9308,3.4652158918925693,1.819339637027427
38,7,Rural,Gold,46,3.79,Night,Economy,78,198.17046750812372,4.75,2.0526315789473686,5.294161078678261,295.62,3,0,0,0,0.1,0.0,1,1,1.5,1.36,1.05,0.1,217.9875142589361,221.23582,3.2483103260248356,1.4901359543768804
99,31,Urban,Silver,0,3.54,Morning,Economy,50,192.7088692483722,3.09375,0.5050505050505051,5.2663563579468855,177.0,2,2,2,0,0.05,0.0,1,1,1.5,0.8,1.05,0.05,211.97975617320944,206.84549,5.134266671256313,2.4220551829775125
35,7,Rural,Regular,65,4.19,Night,Economy,65,165.0758241756551,4.375,1.8571428571428572,5.1124444562104046,272.35,3,0,1,0,0.0,0.01,1,1,1.5,1.1,1.05,0.0,181.58340659322062,184.592,3.0085886460371967,1.6568632026917385
30,13,Urban,Gold,53,3.68,Night,Premium,124,379.4680328899806,2.142857142857143,4.133333333333334,5.941402160342665,456.32,3,2,0,1,0.1,0.01,1,1,1.5,2.2800000000000002,1.05,0.1,417.41483617897865,417.2401,0.17472387429114633,0.04185856829876273
28,6,Urban,Gold,53,4.48,Night,Premium,148,461.10955384851616,4.0,5.285714285714286,6.1358019925132155,663.0400000000001,3,2,0,1,0.1,0.01,1,1,1.5,2.7600000000000002,1.05,0.1,507.2205092333678,507.51694,0.2964280224915683,0.058441647586293534
59,47,Rural,Silver,73,3.54,Night,Economy,75,234.5672445982206,1.2291666666666667,1.271186440677966,5.461996412392977,265.5,3,0,2,0,0.05,0.01,1,1,1.5,1.3,1.05,0.05,258.02396905804267,257.87936,0.1446050443707918,0.05604326020512568
24,13,Urban,Silver,50,4.26,Night,Premium,141,540.0620306756346,1.7142857142857142,5.875,6.293533931563135,600.66,3,2,2,1,0.05,0.01,1,1,1.5,2.62,1.05,0.05,594.0682337431981,593.1503,0.9179041533543568,0.15451156975195976
21,6,Suburban,Regular,15,3.81,Evening,Premium,80,318.8415033130425,3.0,3.8095238095238093,5.767825570944403,304.8,1,1,1,1,0.0,0.0,1,1,1.5,1.4000000000000001,1.05,0.0,350.7256536443468,350.40076,0.32489680840927804,0.09263559851790583
84,54,Suburban,Silver,59,4.98,Afternoon,Premium,43,196.31514152174805,1.5272727272727273,0.5119047619047619,5.284802153731914,214.14000000000001,0,1,2,1,0.05,0.01,1,1,1.5,0.66,1.05,0.05,215.94665567392286,213.68338,2.263275546969737,1.0480715896740993
100,50,Urban,Silver,83,4.91,Morning,Premium,173,622.4914304114809,1.9607843137254901,1.73,6.435335020697619,849.4300000000001,2,2,2,1,0.05,0.01,1,1,1.5,3.2600000000000002,1.05,0.05,684.7405734526291,686.6863,1.9457058442459356,0.284152264329133
30,11,Urban,Silver,99,4.96,Evening,Economy,83,349.6745279402746,2.5,2.7666666666666666,5.859858522458895,411.68,1,2,2,0,0.05,0.01,1,1,1.5,1.46,1.05,0.05,384.6419807343021,380.02472,4.617261496020831,1.2004049810699893
45,35,Rural,Regular,0,4.58,Afternoon,Premium,41,206.1473318707726,1.25,0.9111111111111111,5.3334302882607485,187.78,0,0,1,1,0.0,0.0,1,1,1.5,0.62,1.05,0.0,226.7620650578499,231.02847,4.26640784254073,1.8814468996180267
53,35,Urban,Gold,35,3.92,Afternoon,Premium,166,635.9330544824535,1.4722222222222223,3.1320754716981134,6.456664555045299,650.72,0,2,0,1,0.1,0.0,1,1,1.5,3.12,1.05,0.1,699.5263599306988,700.85156,1.3252025693011547,0.18944283521101918
65,41,Rural,Gold,51,3.57,Night,Premium,48,251.1121418065252,1.5476190476190477,0.7384615384615385,5.529873995693849,171.35999999999999,3,0,0,1,0.1,0.01,1,1,1.5,0.76,1.05,0.1,276.22335598717774,279.25446,3.03109957922851,1.0973364538258716
93,6,Rural,Silver,85,4.47,Night,Economy,107,324.098767437868,13.285714285714286,1.1505376344086022,5.784129035970369,478.28999999999996,3,0,2,0,0.05,0.01,1,1,1.5,1.94,1.05,0.05,356.5086441816548,354.71323,1.7954178632954267,0.5036113128243233
28,5,Rural,Regular,69,4.49,Morning,Premium,132,425.4887347951667,4.666666666666667,4.714285714285714,6.055585953441439,592.6800000000001,2,0,1,1,0.0,0.01,1,1,1.5,2.44,1.05,0.0,468.0376082746834,471.4009,3.363301149144718,0.7185963456105119
38,8,Urban,Silver,78,3.57,Night,Economy,114,470.2690237026412,4.222222222222222,3.0,6.155429106547199,406.97999999999996,3,2,2,0,0.05,0.01,1,1,1.5,2.08,1.05,0.05,517.2959260729053,512.3273,4.968655565092831,0.9605054504899719
25,6,Urban,Regular,69,4.45,Evening,Premium,94,398.051725971793,3.5714285714285716,3.76,5.989091047514501,418.3,1,2,1,1,0.0,0.01,1,1,1.5,1.68,1.05,0.0,437.8568985689724,439.24506,1.3881575833713669,0.317034535234735
76,23,Rural,Regular,64,3.57,Night,Premium,115,564.9317250247195,3.1666666666666665,1.513157894736842,6.338473443762335,410.54999999999995,3,0,1,1,0.0,0.01,1,1,1.5,2.1,1.05,0.0,621.4248975271915,606.93933,14.485566472504047,2.3310244778002644
22,7,Suburban,Gold,73,4.91,Morning,Premium,73,238.31899146487595,2.75,3.3181818181818183,5.47779735434312,358.43,2,1,0,1,0.1,0.01,1,1,1.5,1.26,1.05,0.1,262.1508906113636,265.94696,3.796069837855157,1.4480476602625003
40,5,Rural,Silver,17,4.55,Afternoon,Economy,72,184.9552256292673,6.666666666666667,1.8,5.225505922311614,327.59999999999997,0,0,2,0,0.05,0.0,1,1,1.5,1.24,1.05,0.05,203.45074819219403,207.8465,4.395748389837223,2.160595834076111
89,16,Suburban,Regular,27,4.86,Afternoon,Economy,161,624.305615960136,5.235294117647059,1.8089887640449438,6.438240515758151,782.46,0,1,1,0,0.0,0.0,1,1,1.5,3.02,1.05,0.0,686.7361775561496,684.56726,2.1689168139621415,0.31582970066911964
31,21,Suburban,Silver,77,4.83,Afternoon,Economy,107,389.3845083155804,1.4090909090909092,3.4516129032258065,5.967132172182906,516.8100000000001,0,1,2,0,0.05,0.01,1,1,1.5,1.94,1.05,0.05,428.3229591471385,425.34335,2.9796058756541015,0.6956446793295852
92,45,Rural,Silver,59,4.23,Morning,Premium,121,574.8939389332888,2.0,1.315217391304348,6.355923509944809,511.83000000000004,2,0,2,1,0.05,0.01,1,1,1.5,2.22,1.05,0.05,632.3833328266178,609.8011,22.58224640083654,3.5709743170963635
58,32,Urban,Gold,92,4.59,Afternoon,Premium,111,517.9444619823878,1.7575757575757576,1.9137931034482758,6.251796867772099,509.49,0,2,0,1,0.1,0.01,1,1,1.5,2.02,1.05,0.1,569.7389081806266,564.0133,5.725602516564095,1.0049519936856557
58,20,Rural,Silver,42,3.51,Evening,Economy,125,527.1792011771714,2.761904761904762,2.1551724137931036,6.269435622293296,438.75,1,0,2,0,0.05,0.0,1,1,1.5,2.3000000000000003,1.05,0.05,579.8971212948886,573.7548,6.1422995175448705,1.0592050368916033
36,7,Suburban,Regular,26,4.35,Morning,Economy,59,201.49683080394215,4.5,1.6388888888888888,5.310724236073223,256.65,2,1,1,0,0.0,0.0,1,1,1.5,0.98,1.05,0.0,221.64651388433637,220.99315,0.6533650806254343,0.2947779638737676
66,40,Rural,Regular,93,4.86,Evening,Economy,153,627.0167510146084,1.6097560975609757,2.3181818181818183,6.4425668397026055,743.58,1,0,1,0,0.0,0.01,1,1,1.5,2.86,1.05,0.0,689.7184261160693,687.3399,2.3785213309130313,0.3448539637119629
76,54,Urban,Regular,58,4.05,Evening,Economy,74,218.6251778894482,1.3818181818181818,0.9736842105263158,5.3919223564759635,299.7,1,2,1,0,0.0,0.01,1,1,1.5,1.28,1.05,0.0,240.48769567839304,239.77556,0.7121372067133507,0.29612209668543704
55,23,Urban,Gold,46,4.58,Afternoon,Premium,150,654.676536309137,2.2916666666666665,2.727272727272727,6.485667582443147,687.0,0,2,0,1,0.1,0.0,1,1,1.5,2.8000000000000003,1.05,0.1,720.1441899400508,716.5422,3.602014647082001,0.5001796442156751
21,8,Urban,Regular,57,4.78,Night,Premium,84,293.5602166445157,2.3333333333333335,4.0,5.685483452969681,401.52000000000004,3,2,1,1,0.0,0.01,1,1,1.5,1.48,1.05,0.0,322.9162383089673,326.91467,3.9984345425951915,1.2382265331511375
61,45,Rural,Gold,42,4.25,Afternoon,Economy,102,421.98526198279467,1.326086956521739,1.6721311475409837,6.047337336791054,433.5,0,0,0,0,0.1,0.0,1,1,1.5,1.84,1.05,0.1,464.1837881810742,456.9075,7.276286960371067,1.5675443963442879
72,62,Suburban,Regular,48,3.82,Evening,Economy,126,553.7408048680613,1.1428571428571428,1.75,6.3185009864036985,481.32,1,1,1,0,0.0,0.0,1,1,1.5,2.32,1.05,0.0,609.1148853548675,606.7899,2.3249683626800106,0.3816961986285223
65,18,Rural,Gold,65,4.01,Morning,Economy,111,330.62430999065225,3.4210526315789473,1.7076923076923076,5.804002731764151,445.10999999999996,2,0,0,0,0.1,0.01,1,1,1.5,2.02,1.05,0.1,363.6867409897175,364.5314,0.8446615981731043,0.23224976414440837
20,8,Rural,Silver,27,4.99,Morning,Economy,83,261.4451502998812,2.2222222222222223,4.15,5.570042108959779,414.17,2,0,2,0,0.05,0.0,1,1,1.5,1.46,1.05,0.05,287.5896653298694,288.05716,0.46749409395874864,0.16255594352548322
22,7,Suburban,Silver,16,4.1,Night,Economy,147,520.0637873298249,2.75,6.681818181818182,6.255872466753986,602.6999999999999,3,1,2,0,0.05,0.0,1,1,1.5,2.74,1.05,0.05,572.0701660628074,569.38544,2.6847290510886523,0.46930065756896977
72,49,Suburban,Gold,15,4.34,Night,Premium,19,117.63327810103034,1.44,0.2638888888888889,4.776037038276395,82.46,3,1,0,1,0.1,0.0,1,1,1.5,0.18,1.0,0.1,129.39660591113338,125.82678,3.5698236845708777,2.7588232778088093
42,30,Urban,Regular,26,4.79,Afternoon,Economy,138,493.0149508584995,1.3548387096774193,3.2857142857142856,6.202565781625697,661.02,0,2,1,0,0.0,0.0,1,1,1.5,2.56,1.05,0.0,542.3164459443495,540.7228,1.5936676240370389,0.2938630454516172
100,54,Suburban,Regular,91,4.59,Night,Premium,61,203.1132957396489,1.8181818181818181,0.61,5.318675210955455,279.99,3,1,1,1,0.0,0.01,1,1,1.5,1.02,1.05,0.0,223.4246253136138,229.12262,5.697994315292448,2.550298252618466
87,32,Suburban,Silver,38,4.76,Afternoon,Economy,114,421.7762985074602,2.6363636363636362,1.3103448275862069,6.0468431940223395,542.64,0,1,2,0,0.05,0.0,1,1,1.5,2.08,1.05,0.05,463.9539283582062,456.7663,7.187631971487463,1.5492124394597402
36,8,Urban,Gold,47,4.07,Afternoon,Economy,77,305.0088858607341,4.0,2.138888888888889,5.723614140291333,313.39000000000004,0,2,0,0,0.1,0.0,1,1,1.5,1.34,1.05,0.1,335.5097744468075,334.43085,1.078927278838762,0.3215784936870201
70,38,Urban,Silver,99,4.19,Morning,Economy,76,317.77188818101894,1.794871794871795,1.0857142857142856,5.764475762918238,318.44000000000005,2,2,2,0,0.05,0.01,1,1,1.5,1.32,1.05,0.05,349.54907699912087,346.8164,2.732670749120871,0.7817702660183948
41,7,Urban,Gold,4,4.15,Night,Economy,83,364.9140560714328,5.125,2.024390243902439,5.9023984863499965,344.45000000000005,3,2,0,0,0.1,0.0,1,1,1.5,1.46,1.05,0.1,401.4054616785761,397.6925,3.7129567957636027,0.9249891070831364
59,40,Rural,Gold,64,4.72,Night,Economy,157,398.3194964103068,1.4390243902439024,2.6610169491525424,5.9897618393492955,741.04,3,0,0,0,0.1,0.01,1,1,1.5,2.94,1.05,0.1,438.1514460513375,451.80862,13.657178216240652,3.116999462017173
33,14,Urban,Regular,38,4.89,Morning,Economy,127,461.3060120664082,2.2,3.8484848484848486,6.1362270355957715,621.03,2,2,1,0,0.0,0.0,1,1,1.5,2.34,1.05,0.0,507.43661327304903,503.7162,3.7204267496115335,0.7331805889240378
70,26,Urban,Silver,15,3.67,Night,Premium,70,358.2348071386952,2.5925925925925926,1.0,5.883976233567149,256.9,3,2,2,1,0.05,0.0,1,1,1.5,1.2,1.05,0.05,394.0582878525648,394.3254,0.2671210829821007,0.06778720083208678
45,7,Rural,Regular,87,4.35,Evening,Economy,74,224.3071067625652,5.625,1.6444444444444444,5.417464390494041,321.9,1,0,1,0,0.0,0.01,1,1,1.5,1.28,1.05,0.0,246.73781743882176,246.05261,0.6852051341342644,0.27770576121925855
98,71,Suburban,Regular,83,4.55,Morning,Economy,139,558.3815496134125,1.3611111111111112,1.4183673469387754,6.326831797766673,632.4499999999999,2,1,1,0,0.0,0.01,1,1,1.5,2.58,1.05,0.0,614.2197045747538,615.54407,1.3243628080587087,0.2156171152105275
75,63,Urban,Gold,42,4.55,Evening,Premium,138,660.4425622593634,1.171875,1.84,6.494423150245218,627.9,1,2,0,1,0.1,0.0,1,1,1.5,2.56,1.05,0.1,726.4868184852998,726.2692,0.21759241108100014,0.029951322659187804
100,34,Rural,Gold,33,4.75,Night,Economy,156,537.4486716625657,2.857142857142857,1.56,6.288692174806606,741.0,3,0,0,0,0.1,0.0,1,1,1.5,2.92,1.05,0.1,591.1935388288224,595.273,4.079471425083852,0.6900399204574268
76,23,Urban,Silver,53,3.94,Evening,Economy,117,480.104370355134,3.1666666666666665,1.5394736842105263,6.176084232752974,460.98,1,2,2,0,0.05,0.01,1,1,1.5,2.14,1.05,0.05,528.1148073906475,528.248,0.1331784491962935,0.025217707841655192
32,12,Urban,Silver,69,3.68,Morning,Economy,55,162.28310451017555,2.4615384615384617,1.71875,5.095485531734455,202.4,2,2,2,0,0.05,0.01,1,1,1.5,0.9,1.05,0.05,178.5114149611931,179.3168,0.8053880173225139,0.45116891684355226
35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,638.0445145215127,1.4583333333333333,4.685714285714286,6.459974114739166,619.92,0,1,0,0,0.1,0.01,1,1,1.5,3.08,1.05,0.1,701.848965973664,691.4445,10.404446930695258,1.4824338903543632
30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,420.1110979571745,1.7647058823529411,4.733333333333333,6.042896689503991,515.46,0,1,0,0,0.1,0.01,1,1,1.5,2.64,1.05,0.1,462.12220775289194,460.36154,1.7606660048450635,0.3809957572492458
75,56,Urban,Regular,66,3.69,Evening,Premium,22,124.49060049402551,1.3157894736842106,0.29333333333333333,4.83223085930501,81.17999999999999,1,2,1,1,0.0,0.01,1,1,1.5,0.24,1.0,0.0,136.9396605434281,136.29126,0.64840077780309,0.47349378202778636
25,6,Rural,Regular,23,3.95,Morning,Premium,55,235.27811761739352,3.5714285714285716,2.2,5.4650095756618855,217.25,2,0,1,1,0.0,0.0,1,1,1.5,0.9,1.05,0.0,258.8059293791329,256.79025,2.0156766935860446,0.7788371380909194
88,16,Suburban,Gold,26,4.18,Morning,Economy,32,127.33149010162909,5.176470588235294,0.36363636363636365,4.854616682672079,133.76,2,1,0,0,0.1,0.0,1,1,1.5,0.44,1.05,0.1,140.06463911179202,141.21841,1.1537751948486061,0.8237448096572935
43,26,Rural,Silver,69,4.9,Evening,Economy,107,391.0269903920518,1.5925925925925926,2.488372093023256,5.97133069046115,524.3000000000001,1,0,2,0,0.05,0.01,1,1,1.5,1.94,1.05,0.05,430.129689431257,430.9084,0.7786967992117297,0.1810376773203842
39,20,Rural,Silver,97,4.25,Morning,Economy,121,319.5430197104816,1.8571428571428572,3.1025641025641026,5.770016494218882,514.25,2,0,2,0,0.05,0.01,1,1,1.5,2.22,1.05,0.05,351.4973216815298,349.37814,2.1191783709829224,0.6029002897788736
77,63,Suburban,Gold,72,4.56,Morning,Economy,113,380.2853707615285,1.203125,1.4675324675324675,5.94354809938616,515.28,2,1,0,0,0.1,0.01,1,1,1.5,2.06,1.05,0.1,418.31390783768137,416.8113,1.502598023228245,0.35920345823436
41,14,Suburban,Silver,59,4.72,Morning,Premium,49,179.62342246641472,2.7333333333333334,1.1951219512195121,5.196414325078604,231.28,2,1,2,1,0.05,0.01,1,1,1.5,0.78,1.05,0.05,197.58576471305622,200.72467,3.1389056971000286,1.5886294752349706
51,20,Rural,Silver,97,4.8,Morning,Economy,130,452.112640122952,2.4285714285714284,2.549019607843137,6.116140748266879,624.0,2,0,2,0,0.05,0.01,1,1,1.5,2.4,1.05,0.05,497.32390413524723,494.19522,3.1286831879816077,0.6291037213306285
30,10,Suburban,Gold,86,4.95,Evening,Economy,149,565.6691466337952,2.727272727272727,4.966666666666667,6.3397756177792015,737.5500000000001,1,1,0,0,0.1,0.01,1,1,1.5,2.7800000000000002,1.05,0.1,622.2360612971747,622.45306,0.21700266766902132,0.034874653072442655
29,8,Urban,Gold,52,4.68,Afternoon,Premium,121,402.1558775823215,3.2222222222222223,4.172413793103448,5.999323280169793,566.28,0,2,0,1,0.1,0.01,1,1,1.5,2.22,1.05,0.1,442.3714653405537,439.44373,2.927739754616198,0.6618283465372968
21,5,Rural,Gold,8,4.44,Afternoon,Premium,159,689.8421599513094,3.5,7.571428571428571,6.537911375028803,705.96,0,0,0,1,0.1,0.0,1,1,1.5,2.98,1.05,0.1,758.8263759464404,758.0024,0.8239955753466575,0.10858815685194591
