Number_of_Riders,Number_of_Drivers,Number_of_Past_Rides,Average_Ratings,Expected_Ride_Duration,Rating_Category,Customer_Loyalty_Status_Gold,Customer_Loyalty_Status_Regular,Customer_Loyalty_Status_Silver,Location_Category_Rural,Location_Category_Suburban,Location_Category_Urban,Vehicle_Type_Economy,Vehicle_Type_Premium,Time_of_Booking_Afternoon,Time_of_Booking_Evening,Time_of_Booking_Morning,Time_of_Booking_Night,Cost_Low,Cost_Medium,Cost_High
58,21,72,4.14,10,Excellent,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False
32,15,67,3.76,23,Good,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False
76,8,40,4.68,157,Excellent,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True
21,9,38,4.54,179,Excellent,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
47,37,53,4.69,41,Excellent,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False
33,20,97,4.13,169,Excellent,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
92,66,26,3.56,19,Good,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False
24,7,34,3.51,111,Good,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True
75,9,71,4.06,150,Excellent,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
89,76,35,4.8,177,Excellent,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
67,20,42,4.13,68,Excellent,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
61,23,51,4.73,150,Excellent,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
80,67,80,4.74,147,Excellent,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
66,15,62,4.59,161,Excellent,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
39,12,54,3.77,176,Good,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
46,22,9,4.33,128,Excellent,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
89,74,41,4.89,115,Excellent,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
60,16,56,4.33,126,Excellent,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
58,13,99,3.62,106,Good,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
68,16,93,4.44,154,Excellent,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
45,19,71,3.72,121,Good,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
91,61,100,4.88,101,Excellent,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
39,12,70,4.02,66,Excellent,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
97,9,58,4.32,142,Excellent,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
42,18,39,3.94,128,Good,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True
27,15,11,3.77,111,Good,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
67,48,94,4.3,168,Excellent,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
69,51,75,3.57,136,Good,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
69,47,65,4.22,18,Excellent,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False
93,18,34,3.54,80,Good,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
84,74,7,4.4,101,Excellent,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
96,48,41,4.39,130,Excellent,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
30,13,72,4.18,113,Excellent,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
60,48,15,4.06,78,Excellent,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
72,39,39,3.77,115,Good,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
31,13,82,4.63,108,Excellent,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
71,13,60,4.3,62,Excellent,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False
91,61,86,4.44,129,Excellent,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
91,60,2,3.53,107,Good,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
32,6,13,4.75,53,Excellent,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False
23,10,47,4.84,125,Excellent,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
61,47,100,4.58,157,Excellent,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
57,40,78,3.62,171,Good,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True
89,70,86,4.51,90,Excellent,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
64,45,22,3.96,118,Good,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
91,29,82,3.73,90,Good,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True
91,53,67,4.56,50,Excellent,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
69,37,47,4.39,60,Excellent,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
71,61,79,3.85,147,Good,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True
38,7,28,3.85,12,Good,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False
100,32,67,3.94,162,Good,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
65,51,97,4.81,144,Excellent,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
73,38,91,4.23,86,Excellent,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
56,25,87,3.73,172,Good,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
75,55,80,4.7,69,Excellent,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False
97,21,43,3.79,106,Good,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False
94,71,48,4.73,169,Excellent,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
53,22,28,4.99,64,Excellent,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False
81,8,78,4.8,141,Excellent,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True
47,34,87,3.53,170,Good,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
80,48,13,4.44,35,Excellent,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
75,55,54,4.73,145,Excellent,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
89,12,42,4.73,102,Excellent,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False
30,13,8,4.1,94,Excellent,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
64,5,91,4.34,21,Excellent,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
55,29,92,4.85,44,Excellent,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
94,76,26,4.7,94,Excellent,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
53,28,6,3.67,178,Good,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
29,7,68,3.98,114,Good,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
29,17,76,3.61,166,Good,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
75,42,38,4.25,146,Excellent,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True
74,53,60,3.93,162,Good,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True
89,75,10,4.91,16,Excellent,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
29,13,44,4.29,87,Excellent,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False
40,20,45,4.42,130,Excellent,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True
79,11,1,4.35,45,Excellent,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
98,87,87,4.28,170,Excellent,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True
95,76,74,4.39,118,Excellent,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
79,13,67,4.05,151,Excellent,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
38,22,18,4.17,121,Excellent,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
83,41,48,3.64,176,Good,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
59,24,40,4.0,147,Excellent,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True
51,11,72,3.62,16,Good,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False
64,46,51,5.0,29,Excellent,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False
30,6,93,3.81,129,Good,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
60,15,95,4.84,180,Excellent,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True
75,51,17,4.83,79,Excellent,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
25,15,88,4.68,31,Excellent,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False
46,31,67,3.53,61,Good,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
48,11,86,3.55,15,Good,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False
51,6,64,4.57,34,Excellent,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
68,23,96,4.77,105,Excellent,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
89,8,18,3.83,121,Good,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
84,55,1,4.47,146,Excellent,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True
50,8,25,3.8,13,Good,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
99,40,26,4.83,151,Excellent,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True
21,9,91,4.82,47,Excellent,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
53,19,54,3.84,132,Good,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
60,16,68,4.23,108,Excellent,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True
32,22,9,4.68,135,Excellent,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
51,25,21,4.43,38,Excellent,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
22,5,75,4.39,19,Excellent,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
21,7,6,4.96,180,Excellent,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True
55,21,49,4.59,111,Excellent,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True
42,31,32,4.75,12,Excellent,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
86,26,31,3.69,85,Good,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False
48,18,60,4.47,124,Excellent,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True
82,65,43,4.8,112,Excellent,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
63,48,88,4.09,70,Excellent,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
44,24,83,3.61,13,Good,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False
39,18,78,4.21,165,Excellent,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True
23,7,98,4.35,76,Excellent,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
31,7,27,4.73,141,Excellent,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
44,7,55,3.66,103,Good,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
23,5,92,3.71,105,Good,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
63,46,36,4.59,18,Excellent,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
25,15,15,4.18,176,Excellent,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
27,11,1,4.34,99,Excellent,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
57,28,27,4.58,107,Excellent,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True
83,26,77,3.62,74,Good,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
80,5,53,3.67,48,Good,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
50,40,61,4.7,73,Excellent,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False
84,8,21,4.63,172,Excellent,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True
90,54,1,3.59,87,Good,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True
28,9,68,4.82,43,Excellent,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
97,64,62,3.52,152,Good,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
99,22,7,4.4,39,Excellent,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
96,53,58,4.28,21,Excellent,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False
88,69,89,3.6,107,Good,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
53,17,78,4.03,26,Excellent,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False
28,14,77,3.58,98,Good,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False
59,21,97,3.6,67,Good,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False
50,27,100,4.22,173,Excellent,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
89,8,40,3.59,151,Good,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
83,34,96,4.71,176,Excellent,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
73,14,28,4.31,29,Excellent,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False
76,35,8,4.89,138,Excellent,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True
56,35,33,3.97,47,Good,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False
40,20,11,4.4,83,Excellent,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
27,6,92,3.73,125,Good,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
32,7,79,4.05,83,Excellent,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
48,24,35,4.2,51,Excellent,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
71,41,31,3.81,140,Good,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True
53,6,74,4.12,76,Excellent,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False
87,44,61,3.87,16,Good,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False
36,16,82,4.62,72,Excellent,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False
39,20,71,4.11,111,Excellent,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
91,81,15,4.68,20,Excellent,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
31,18,46,4.86,128,Excellent,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
94,67,34,4.64,64,Excellent,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
83,18,12,4.98,81,Excellent,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
34,9,65,4.69,107,Excellent,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True
32,6,75,4.47,154,Excellent,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
22,7,15,3.53,180,Good,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True
49,20,52,4.74,162,Excellent,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True
61,38,95,3.5,164,Good,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
21,9,48,4.4,152,Excellent,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True
40,18,16,4.59,157,Excellent,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True
22,6,82,4.3,172,Excellent,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
34,11,66,4.59,134,Excellent,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
56,31,9,4.79,167,Excellent,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True
93,36,60,4.63,111,Excellent,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True
38,9,57,4.26,16,Excellent,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
76,26,74,4.18,159,Excellent,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
47,24,11,3.62,148,Good,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
64,10,62,4.98,38,Excellent,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False
56,10,28,3.8,144,Good,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
44,25,32,4.43,154,Excellent,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True
34,6,11,3.75,179,Good,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
45,18,70,3.84,122,Good,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
31,7,22,4.88,172,Excellent,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True
95,28,34,4.48,163,Excellent,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
82,59,39,3.5,67,Good,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
95,38,39,3.71,97,Good,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True
27,12,1,4.93,41,Excellent,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
94,23,71,4.15,154,Excellent,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
66,15,88,4.21,65,Excellent,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
40,6,37,4.75,148,Excellent,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True
56,27,62,4.74,129,Excellent,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
54,6,48,4.26,154,Excellent,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
46,15,96,4.69,116,Excellent,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
65,16,82,3.62,146,Good,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
96,48,11,4.19,79,Excellent,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
47,9,88,4.06,93,Excellent,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
20,7,55,4.43,153,Excellent,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
94,57,13,4.04,60,Excellent,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False
52,30,25,3.67,142,Good,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
71,6,48,4.05,157,Excellent,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True
46,8,39,3.97,123,Good,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
53,40,13,3.79,118,Good,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False
26,11,97,3.64,141,Good,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
100,46,74,3.74,171,Good,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True
74,38,95,5.0,167,Excellent,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
53,5,100,4.46,33,Excellent,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False
75,63,24,4.18,29,Excellent,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False
44,9,54,4.2,13,Excellent,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
76,60,81,3.6,72,Good,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
88,18,80,4.83,109,Excellent,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
54,35,95,4.98,61,Excellent,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
49,30,7,3.97,77,Good,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False
25,8,11,4.0,109,Excellent,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True
36,18,15,4.21,86,Excellent,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
42,25,44,4.99,122,Excellent,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
29,14,2,4.69,180,Excellent,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
52,16,63,4.13,49,Excellent,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
37,6,59,4.73,20,Excellent,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
91,17,21,4.84,149,Excellent,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True
29,8,79,4.26,133,Excellent,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
62,45,87,4.74,20,Excellent,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False
69,7,51,4.56,103,Excellent,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True
32,14,80,3.56,80,Good,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False
78,31,6,3.78,64,Good,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False
53,10,10,3.58,168,Good,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
60,50,54,4.57,38,Excellent,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False
97,58,1,4.11,83,Excellent,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
87,77,12,3.56,11,Good,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False
74,20,68,4.36,32,Excellent,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False
90,58,1,4.7,21,Excellent,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False
21,8,69,4.24,176,Excellent,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True
70,35,35,4.9,108,Excellent,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
37,7,1,3.92,62,Good,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
30,11,93,3.56,155,Good,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
64,22,26,4.24,115,Excellent,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
40,23,6,3.96,178,Good,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
28,18,100,3.62,92,Good,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False
85,19,17,3.69,164,Good,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
92,77,100,4.26,47,Excellent,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False
93,56,56,4.65,86,Excellent,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
36,25,26,3.57,122,Good,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False
94,50,88,4.95,49,Excellent,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
27,8,48,4.18,167,Excellent,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
86,41,96,4.5,68,Excellent,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
22,11,39,4.63,101,Excellent,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True
95,56,86,3.79,147,Good,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
99,89,63,4.84,16,Excellent,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False
22,8,4,4.84,122,Excellent,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
100,85,59,4.46,110,Excellent,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
61,38,100,4.34,78,Excellent,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False
33,18,7,4.01,105,Excellent,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
39,22,63,3.87,170,Good,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
37,5,75,3.88,26,Good,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
95,53,6,4.01,158,Excellent,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True
28,6,54,4.03,168,Excellent,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True
66,17,84,4.47,139,Excellent,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True
60,11,18,4.29,26,Excellent,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
94,34,99,4.54,155,Excellent,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True
63,12,54,4.47,140,Excellent,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
38,8,59,4.44,75,Excellent,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
35,21,13,4.14,36,Excellent,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False
83,64,78,4.01,109,Excellent,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
62,14,33,4.23,85,Excellent,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False
88,48,52,4.52,92,Excellent,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
68,11,89,3.66,93,Good,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
84,64,34,4.13,99,Excellent,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
40,10,60,3.87,79,Good,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
93,20,38,4.78,144,Excellent,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True
57,44,78,3.53,153,Good,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
67,16,24,4.52,150,Excellent,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
68,16,91,4.49,77,Excellent,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False
38,22,60,3.6,104,Good,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
49,28,61,3.9,172,Good,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
98,59,55,4.6,100,Excellent,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
47,9,38,4.06,141,Excellent,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
27,11,97,4.78,137,Excellent,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
59,29,68,4.4,88,Excellent,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
56,20,74,4.05,25,Excellent,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False
50,39,62,3.95,135,Good,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
93,37,37,4.75,76,Excellent,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
46,22,97,3.51,100,Good,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
56,19,16,4.46,86,Excellent,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
37,16,8,4.5,46,Excellent,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
85,58,85,4.1,92,Excellent,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
27,7,89,3.6,120,Good,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
44,16,31,3.96,122,Good,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False
75,51,68,3.65,66,Good,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
21,11,46,3.84,103,Good,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
42,29,67,4.59,153,Excellent,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
25,15,100,4.9,94,Excellent,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
67,46,92,4.72,32,Excellent,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False
29,6,24,4.37,50,Excellent,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False
100,70,42,4.9,167,Excellent,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
37,10,27,4.26,143,Excellent,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True
31,14,37,4.3,103,Excellent,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
49,12,30,4.37,84,Excellent,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False
42,19,56,4.84,144,Excellent,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
61,5,48,4.15,29,Excellent,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
24,7,85,4.36,169,Excellent,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
20,10,18,4.28,123,Excellent,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
22,9,36,4.51,10,Excellent,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
98,87,59,4.26,13,Excellent,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False
30,14,64,4.45,147,Excellent,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True
32,13,75,4.56,111,Excellent,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
22,12,49,4.88,35,Excellent,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
62,8,13,4.2,65,Excellent,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
51,27,8,4.31,92,Excellent,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
85,74,82,3.92,177,Good,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
